date,location,daily_vaccinations
1/28/21,Maryland,20043
1/29/21,Maryland,22150
1/30/21,Maryland,24053
1/31/21,Maryland,23844
2/1/21,Maryland,25352
2/2/21,Maryland,24503
2/3/21,Maryland,22451
2/4/21,Maryland,21945
2/5/21,Maryland,21726
2/6/21,Maryland,21580
2/7/21,Maryland,22796
2/8/21,Maryland,22143
2/9/21,Maryland,22275
2/10/21,Maryland,24964
2/11/21,Maryland,25665
2/12/21,Maryland,26306
2/13/21,Maryland,26485
2/14/21,Maryland,26567
2/15/21,Maryland,26595
2/16/21,Maryland,27854
2/17/21,Maryland,26002
2/18/21,Maryland,26441
2/19/21,Maryland,33219
2/20/21,Maryland,34605
2/21/21,Maryland,33824
2/22/21,Maryland,34580
2/23/21,Maryland,34934
2/24/21,Maryland,36687
2/25/21,Maryland,38368
2/26/21,Maryland,32617
2/27/21,Maryland,32315
2/28/21,Maryland,34031
3/1/21,Maryland,36088
3/2/21,Maryland,36841
3/3/21,Maryland,42073
3/4/21,Maryland,42628
3/5/21,Maryland,44105
3/6/21,Maryland,46529
3/7/21,Maryland,45662
3/8/21,Maryland,43948
3/9/21,Maryland,46381
3/10/21,Maryland,43798
3/11/21,Maryland,44967
3/12/21,Maryland,44438
3/13/21,Maryland,45112
3/14/21,Maryland,45196
3/15/21,Maryland,45630
3/16/21,Maryland,45485
3/17/21,Maryland,45985
3/18/21,Maryland,45523
3/19/21,Maryland,47354
3/20/21,Maryland,38914
3/21/21,Maryland,46570
3/22/21,Maryland,46984
3/23/21,Maryland,46254
3/24/21,Maryland,46676
3/25/21,Maryland,47694
3/26/21,Maryland,48810
3/27/21,Maryland,57140
3/28/21,Maryland,51461
3/29/21,Maryland,51636
3/30/21,Maryland,54230
3/31/21,Maryland,57109
4/1/21,Maryland,59620
4/2/21,Maryland,61245
4/3/21,Maryland,64164
4/4/21,Maryland,64978
4/5/21,Maryland,63500
4/6/21,Maryland,62512
4/7/21,Maryland,63078
4/8/21,Maryland,64008
4/9/21,Maryland,64756
4/10/21,Maryland,67178
4/11/21,Maryland,68419
4/12/21,Maryland,65254
4/13/21,Maryland,73516
4/14/21,Maryland,73430
4/15/21,Maryland,72461
4/16/21,Maryland,72426
4/17/21,Maryland,58719
4/18/21,Maryland,68730
4/19/21,Maryland,75378
4/20/21,Maryland,68155
4/21/21,Maryland,67699
4/22/21,Maryland,68341
4/23/21,Maryland,67508
4/24/21,Maryland,75904
4/25/21,Maryland,66090
4/26/21,Maryland,63417
4/27/21,Maryland,64236
4/28/21,Maryland,61963
4/29/21,Maryland,59704
4/30/21,Maryland,58712
5/1/21,Maryland,57619
5/2/21,Maryland,51586
5/3/21,Maryland,51094
5/4/21,Maryland,47218
5/5/21,Maryland,47513
5/6/21,Maryland,38949
5/7/21,Maryland,43038
5/8/21,Maryland,44486
1/12/21,Massachusetts,
1/13/21,Massachusetts,13361
1/14/21,Massachusetts,14697
1/15/21,Massachusetts,17698
1/16/21,Massachusetts,17130
1/17/21,Massachusetts,16789
1/18/21,Massachusetts,16562
1/19/21,Massachusetts,16399
1/20/21,Massachusetts,16150
1/21/21,Massachusetts,17092
1/22/21,Massachusetts,16207
1/23/21,Massachusetts,17195
1/24/21,Massachusetts,18826
1/25/21,Massachusetts,18595
1/26/21,Massachusetts,17689
1/27/21,Massachusetts,19112
1/28/21,Massachusetts,19602
1/29/21,Massachusetts,21411
1/30/21,Massachusetts,22016
1/31/21,Massachusetts,22768
2/1/21,Massachusetts,25047
2/2/21,Massachusetts,26111
2/3/21,Massachusetts,23029
2/4/21,Massachusetts,23228
2/5/21,Massachusetts,23510
2/6/21,Massachusetts,25720
2/7/21,Massachusetts,28727
2/8/21,Massachusetts,28204
2/9/21,Massachusetts,29538
2/10/21,Massachusetts,36924
2/11/21,Massachusetts,38812
2/12/21,Massachusetts,39662
2/13/21,Massachusetts,40349
2/14/21,Massachusetts,43617
2/15/21,Massachusetts,44264
2/16/21,Massachusetts,44945
2/17/21,Massachusetts,40922
2/18/21,Massachusetts,41458
2/19/21,Massachusetts,50527
2/20/21,Massachusetts,52268
2/21/21,Massachusetts,48704
2/22/21,Massachusetts,50396
2/23/21,Massachusetts,50460
2/24/21,Massachusetts,51877
2/25/21,Massachusetts,51691
2/26/21,Massachusetts,44151
2/27/21,Massachusetts,44129
2/28/21,Massachusetts,44201
3/1/21,Massachusetts,47791
3/2/21,Massachusetts,48248
3/3/21,Massachusetts,50086
3/4/21,Massachusetts,52052
3/5/21,Massachusetts,54321
3/6/21,Massachusetts,56816
3/7/21,Massachusetts,58920
3/8/21,Massachusetts,56508
3/9/21,Massachusetts,55479
3/10/21,Massachusetts,61397
3/11/21,Massachusetts,62186
3/12/21,Massachusetts,62530
3/13/21,Massachusetts,68528
3/14/21,Massachusetts,59056
3/15/21,Massachusetts,60226
3/16/21,Massachusetts,58190
3/17/21,Massachusetts,56612
3/18/21,Massachusetts,56746
3/19/21,Massachusetts,56360
3/20/21,Massachusetts,49639
3/21/21,Massachusetts,58725
3/22/21,Massachusetts,58904
3/23/21,Massachusetts,61802
3/24/21,Massachusetts,60174
3/25/21,Massachusetts,60358
3/26/21,Massachusetts,61836
3/27/21,Massachusetts,62289
3/28/21,Massachusetts,64490
3/29/21,Massachusetts,66048
3/30/21,Massachusetts,67100
3/31/21,Massachusetts,68521
4/1/21,Massachusetts,69877
4/2/21,Massachusetts,71512
4/3/21,Massachusetts,74776
4/4/21,Massachusetts,77726
4/5/21,Massachusetts,78065
4/6/21,Massachusetts,77708
4/7/21,Massachusetts,78692
4/8/21,Massachusetts,80986
4/9/21,Massachusetts,82068
4/10/21,Massachusetts,84659
4/11/21,Massachusetts,85921
4/12/21,Massachusetts,87133
4/13/21,Massachusetts,89766
4/14/21,Massachusetts,91198
4/15/21,Massachusetts,91857
4/16/21,Massachusetts,92294
4/17/21,Massachusetts,88428
4/18/21,Massachusetts,85819
4/19/21,Massachusetts,84368
4/20/21,Massachusetts,83607
4/21/21,Massachusetts,81813
4/22/21,Massachusetts,81782
4/23/21,Massachusetts,81626
4/24/21,Massachusetts,84555
4/25/21,Massachusetts,86610
4/26/21,Massachusetts,87604
4/27/21,Massachusetts,88471
4/28/21,Massachusetts,89657
4/29/21,Massachusetts,88516
4/30/21,Massachusetts,87365
5/1/21,Massachusetts,86322
5/2/21,Massachusetts,84036
5/3/21,Massachusetts,78246
5/4/21,Massachusetts,75177
5/5/21,Massachusetts,70761
5/6/21,Massachusetts,71627
5/7/21,Massachusetts,73708
5/8/21,Massachusetts,72713
1/12/21,Michigan,
1/13/21,Michigan,63834
1/14/21,Michigan,49775
1/15/21,Michigan,45499
1/16/21,Michigan,41587
1/17/21,Michigan,39240
1/18/21,Michigan,37676
1/19/21,Michigan,36558
1/20/21,Michigan,31013
1/21/21,Michigan,31658
1/22/21,Michigan,33039
1/23/21,Michigan,36947
1/24/21,Michigan,38769
1/25/21,Michigan,39100
1/26/21,Michigan,36954
1/27/21,Michigan,37632
1/28/21,Michigan,37939
1/29/21,Michigan,38744
1/30/21,Michigan,38537
1/31/21,Michigan,40251
2/1/21,Michigan,39730
2/2/21,Michigan,39030
2/3/21,Michigan,38605
2/4/21,Michigan,37770
2/5/21,Michigan,38216
2/6/21,Michigan,38680
2/7/21,Michigan,39273
2/8/21,Michigan,39547
2/9/21,Michigan,42057
2/10/21,Michigan,45237
2/11/21,Michigan,47606
2/12/21,Michigan,47350
2/13/21,Michigan,49239
2/14/21,Michigan,50433
2/15/21,Michigan,49802
2/16/21,Michigan,49589
2/17/21,Michigan,45997
2/18/21,Michigan,43820
2/19/21,Michigan,52608
2/20/21,Michigan,49455
2/21/21,Michigan,46954
2/22/21,Michigan,48744
2/23/21,Michigan,46929
2/24/21,Michigan,51942
2/25/21,Michigan,54903
2/26/21,Michigan,47438
2/27/21,Michigan,51665
2/28/21,Michigan,54967
3/1/21,Michigan,55008
3/2/21,Michigan,57718
3/3/21,Michigan,54200
3/4/21,Michigan,53383
3/5/21,Michigan,55595
3/6/21,Michigan,55951
3/7/21,Michigan,56925
3/8/21,Michigan,58331
3/9/21,Michigan,56822
3/10/21,Michigan,58203
3/11/21,Michigan,60359
3/12/21,Michigan,61128
3/13/21,Michigan,62789
3/14/21,Michigan,64172
3/15/21,Michigan,57787
3/16/21,Michigan,65473
3/17/21,Michigan,68484
3/18/21,Michigan,71003
3/19/21,Michigan,71630
3/20/21,Michigan,73197
3/21/21,Michigan,73612
3/22/21,Michigan,82529
3/23/21,Michigan,75891
3/24/21,Michigan,75776
3/25/21,Michigan,74059
3/26/21,Michigan,74640
3/27/21,Michigan,75024
3/28/21,Michigan,76201
3/29/21,Michigan,78313
3/30/21,Michigan,78888
3/31/21,Michigan,82664
4/1/21,Michigan,85619
4/2/21,Michigan,87492
4/3/21,Michigan,90770
4/4/21,Michigan,90495
4/5/21,Michigan,88014
4/6/21,Michigan,86929
4/7/21,Michigan,84793
4/8/21,Michigan,85497
4/9/21,Michigan,86292
4/10/21,Michigan,89020
4/11/21,Michigan,92540
4/12/21,Michigan,96169
4/13/21,Michigan,97529
4/14/21,Michigan,97804
4/15/21,Michigan,99033
4/16/21,Michigan,99708
4/17/21,Michigan,96128
4/18/21,Michigan,94626
4/19/21,Michigan,88150
4/20/21,Michigan,87691
4/21/21,Michigan,90328
4/22/21,Michigan,90723
4/23/21,Michigan,90407
4/24/21,Michigan,88098
4/25/21,Michigan,87341
4/26/21,Michigan,90071
4/27/21,Michigan,89352
4/28/21,Michigan,88267
4/29/21,Michigan,83294
4/30/21,Michigan,80578
5/1/21,Michigan,79093
5/2/21,Michigan,73108
5/3/21,Michigan,68588
5/4/21,Michigan,66577
5/5/21,Michigan,60828
5/6/21,Michigan,60841
5/7/21,Michigan,59760
5/8/21,Michigan,56554
1/12/21,Minnesota,
1/13/21,Minnesota,3115
1/14/21,Minnesota,8722
1/15/21,Minnesota,12004
1/16/21,Minnesota,12333
1/17/21,Minnesota,12531
1/18/21,Minnesota,12662
1/19/21,Minnesota,12756
1/20/21,Minnesota,12456
1/21/21,Minnesota,11390
1/22/21,Minnesota,11426
1/23/21,Minnesota,13389
1/24/21,Minnesota,13755
1/25/21,Minnesota,15521
1/26/21,Minnesota,15558
1/27/21,Minnesota,17550
1/28/21,Minnesota,20603
1/29/21,Minnesota,23159
1/30/21,Minnesota,25793
1/31/21,Minnesota,28223
2/1/21,Minnesota,28495
2/2/21,Minnesota,27466
2/3/21,Minnesota,25329
2/4/21,Minnesota,32973
2/5/21,Minnesota,27729
2/6/21,Minnesota,31074
2/7/21,Minnesota,30049
2/8/21,Minnesota,28423
2/9/21,Minnesota,27513
2/10/21,Minnesota,27513
2/11/21,Minnesota,17116
2/12/21,Minnesota,21793
2/13/21,Minnesota,18302
2/14/21,Minnesota,20236
2/15/21,Minnesota,20646
2/16/21,Minnesota,23369
2/17/21,Minnesota,25699
2/18/21,Minnesota,29002
2/19/21,Minnesota,37825
2/20/21,Minnesota,37976
2/21/21,Minnesota,38014
2/22/21,Minnesota,35500
2/23/21,Minnesota,37341
2/24/21,Minnesota,37703
2/25/21,Minnesota,37361
2/26/21,Minnesota,29997
2/27/21,Minnesota,32139
2/28/21,Minnesota,36735
3/1/21,Minnesota,41617
3/2/21,Minnesota,39088
3/3/21,Minnesota,41205
3/4/21,Minnesota,42011
3/5/21,Minnesota,42969
3/6/21,Minnesota,43673
3/7/21,Minnesota,41066
3/8/21,Minnesota,42289
3/9/21,Minnesota,43302
3/10/21,Minnesota,42062
3/11/21,Minnesota,44388
3/12/21,Minnesota,44590
3/13/21,Minnesota,53259
3/14/21,Minnesota,45642
3/15/21,Minnesota,44532
3/16/21,Minnesota,42737
3/17/21,Minnesota,44097
3/18/21,Minnesota,42264
3/19/21,Minnesota,43687
3/20/21,Minnesota,34762
3/21/21,Minnesota,43641
3/22/21,Minnesota,43360
3/23/21,Minnesota,43932
3/24/21,Minnesota,42856
3/25/21,Minnesota,42595
3/26/21,Minnesota,42645
3/27/21,Minnesota,44832
3/28/21,Minnesota,46535
3/29/21,Minnesota,46411
3/30/21,Minnesota,49773
3/31/21,Minnesota,53041
4/1/21,Minnesota,54721
4/2/21,Minnesota,55455
4/3/21,Minnesota,56854
4/4/21,Minnesota,56660
4/5/21,Minnesota,58255
4/6/21,Minnesota,54663
4/7/21,Minnesota,54755
4/8/21,Minnesota,55207
4/9/21,Minnesota,56253
4/10/21,Minnesota,50903
4/11/21,Minnesota,53346
4/12/21,Minnesota,60376
4/13/21,Minnesota,62388
4/14/21,Minnesota,58309
4/15/21,Minnesota,58667
4/16/21,Minnesota,57295
4/17/21,Minnesota,57136
4/18/21,Minnesota,54971
4/19/21,Minnesota,41673
4/20/21,Minnesota,46945
4/21/21,Minnesota,49326
4/22/21,Minnesota,48876
4/23/21,Minnesota,49086
4/24/21,Minnesota,46622
4/25/21,Minnesota,47389
4/26/21,Minnesota,57431
4/27/21,Minnesota,50693
4/28/21,Minnesota,51377
4/29/21,Minnesota,50512
4/30/21,Minnesota,49786
5/1/21,Minnesota,54677
5/2/21,Minnesota,50971
5/3/21,Minnesota,43982
5/4/21,Minnesota,43493
5/5/21,Minnesota,41007
5/6/21,Minnesota,40487
5/7/21,Minnesota,31900
5/8/21,Minnesota,36285
1/12/21,Mississippi,
1/13/21,Mississippi,6745
1/14/21,Mississippi,8652
1/15/21,Mississippi,9928
1/16/21,Mississippi,9274
1/17/21,Mississippi,8881
1/18/21,Mississippi,8620
1/19/21,Mississippi,8433
1/20/21,Mississippi,8757
1/21/21,Mississippi,9263
1/22/21,Mississippi,9457
1/23/21,Mississippi,8412
1/24/21,Mississippi,11241
1/25/21,Mississippi,10671
1/26/21,Mississippi,9777
1/27/21,Mississippi,9665
1/28/21,Mississippi,9222
1/29/21,Mississippi,8889
1/30/21,Mississippi,10280
1/31/21,Mississippi,8395
2/1/21,Mississippi,8271
2/2/21,Mississippi,8302
2/3/21,Mississippi,8667
2/4/21,Mississippi,7094
2/5/21,Mississippi,9019
2/6/21,Mississippi,11140
2/7/21,Mississippi,12090
2/8/21,Mississippi,12653
2/9/21,Mississippi,12708
2/10/21,Mississippi,13515
2/11/21,Mississippi,16356
2/12/21,Mississippi,15778
2/13/21,Mississippi,15323
2/14/21,Mississippi,15167
2/15/21,Mississippi,15050
